Product Collection,Code Name,Vertical Segment,Processor Number,Status,Launch Date,Lithography,Included Items,# of Cores,# of Threads,Processor Base Frequency,Max Turbo Frequency,Cache,Intel® Turbo Boost Max Technology 3_0 Frequency ‡,TDP,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported   ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Intel® Deep Learning Boost (Intel® DL Boost),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Max Technology 3_0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set Extensions,# of AVX-512 FMA Units,Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Recommended Customer Price,Bus Speed,# of QPI Links,Product Brief,Instruction Set,PCI Express Configurations ‡,Intel® vPro™ Platform Eligibility ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Idle States,Intel® Smart Response Technology,Intel® Trusted Execution Technology ‡,Max Memory Bandwidth,TCASE,Package Size,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Processor Graphics ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,# of Displays Supported ‡,Intel® TSX-NI,Secure Key,Anti-Theft Technology,VID Voltage Range,Description,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Intel® Fast Memory Access,Intel® Flex Memory Access,Configurable TDP-up Frequency,Configurable TDP-up,Configurable TDP-down Frequency,Configurable TDP-down,4K Support,Max Resolution (HDMI 1_4)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Device ID,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Stable Image Platform Program (SIPP),Intel® Software Guard Extensions (Intel® SGX),Intel® OS Guard,Intel® Boot Guard,Execution Units,Intel® Clear Video Technology,Intel® Memory Protection Extensions (Intel® MPX),Max Resolution (VGA)‡,Use Conditions,eDRAM,Graphics Name‡,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Max Resolution (HDMI)‡,Vulkan*  Support,H_264 Hardware Encode/Decode,H_265 (HEVC) Hardware Encode/Decode,# of Displays Supported‡,Graphics Burst Frequency,Secure Boot,Intel® Virtualization Technology for Itanium (VT-i),Scenario Design Power (SDP),Additional Information URL,Expected Discontinuance,PCI Support,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6_0 Gb/s Ports,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Low Halogen Options Available,Intel® Matrix Storage Technology,Macrovision* License Required,Physical Address Extensions,Processing Die Size,# of Processing Die Transistors,FSB Parity,Burst Frequency,Integrated Wireless‡,Maximum Memory Speed,Interfaces Supported,Operating Temperature Range,Intel® Smart Idle Technology,Processor Single Core Base Frequency,Single Core TDP,# of UPI Links,Intel® Volume Management Device (VMD),Intel® Run Sure Technology,Mode-based Execute Control (MBE),Intel® Optane™ DC Persistent Memory Supported,Intel® Speed Select technology - Performance Profile,Intel® Speed Select technology - Base Frequency,Intel® Resource Director Technology (Intel® RDT),Integrated Intel® Omni-Path Architecture (Intel® OPA),Intel® Instruction Replay Technology,Supported FSBs,Integrated Intel® QuickAssist Technology,Intel® Quiet System Technology,Bracket Height,Baseband Functions,RF Transceiver,RF Transceiver Functions,Protocol Stack,Max Refresh Rate,Intel® Quick Resume Technology,Intel® AC97 Technology,Intel® I/O Acceleration Technology
Intel® Xeon® W Processor,Products formerly Skylake,Server,W-2155,Launched,Q3'17,14 nm,,10,20,3.30 GHz,4.50 GHz,13.75 MB,,140 W,No,View now,512 GB,DDR4 1600/1866/2133/2400/2666,4,Yes,1S Only,3.0,48,FCLGA2066,1,,,,No,No,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes,Yes,Yes,,0 GT/s,0,,64-bit,"x4, x8, x16",Yes,Yes,Yes,,Yes,85.3 GB/s,68,45mm x 52.5mm,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,No,,,,,,,,,,,,Yes,,,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,View now,,,,,,,,,,,,,,,,,,46-bit,,,,,,,,,,,,0,Yes,,,,,,,,,,,,,,,,,,,,
Intel® Xeon® W Processor,Products formerly Skylake,Server,W-2175,Launched,Q4'17,14 nm,,14,28,2.50 GHz,4.30 GHz,19 MB,,140 W,No,View now,512 GB,DDR4 1600/1866/2133/2400/2666,4,Yes,1S Only,3.0,48,FCLGA2066,1,,,,No,No,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes,Yes,Yes,,0 GT/s,0,,64-bit,"x4, x8, x16",Yes,Yes,Yes,,Yes,85.3 GB/s,,45mm x 52.5mm,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,No,,,,,,,,,,,,Yes,,,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,View now,,,,,,,,,,,,,,,,,,46-bit,,,,,,,,,,,,0,Yes,,,,,,,,,,,,,,,,,,,,
Intel® Xeon® W Processor,Products formerly Skylake,Server,W-2195,Launched,Q3'17,14 nm,,18,36,2.30 GHz,4.30 GHz,24.75 MB,,140 W,No,View now,512 GB,DDR4 1600/1866/2133/2400/2666,4,Yes,1S Only,3.0,48,FCLGA2066,1,,,,No,No,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes,Yes,Yes,,0 GT/s,0,,64-bit,"x4, x8, x16",Yes,Yes,Yes,,Yes,85.3 GB/s,66,45mm x 52.5mm,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,No,,,,,,,,,,,,Yes,,,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,View now,,,,,,,,,,,,,,,,,,46-bit,,,,,,,,,,,,0,Yes,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,X7560,Discontinued,Q1'10,45 nm,,8,16,2.27 GHz,2.67 GHz,24 MB L3 Cache,,130 W,No,View now,,DDR3 800/978/1066/1333 (Max Speed 1066 MHz),,,,,,FCLGA1567,,,,,,,1.0,Yes,Yes,,Yes,,,Yes,,Yes,,6.4 GT/s,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,L7555,Discontinued,Q1'10,45 nm,,8,16,1.87 GHz,2.53 GHz,24 MB L3 Cache,,95 W,No,View now,,,,,,,,FCLGA1567,,,,,,,1.0,Yes,Yes,,Yes,,,Yes,,Yes,,5.86 GT/s,,,,,,Yes,,,,,70°C,,,,,,,,,,,,,,,,,,0.675V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,X7550,Discontinued,Q1'10,45 nm,,8,16,2.00 GHz,2.40 GHz,18 MB L3 Cache,,130 W,No,View now,,DDR3 800/978/1066/1333 (Max Speed 1066 MHz),,,,,,FCLGA1567,,,,,,,1.0,Yes,Yes,,Yes,,,Yes,,Yes,,6.4 GT/s,,,,,,Yes,,,,,69°C,,,,,,,,,,,,,,,,,,0.675V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,L7545,Discontinued,Q1'10,45 nm,,6,12,1.87 GHz,2.53 GHz,18 MB L3 Cache,,95 W,No,View now,,,,,,,,FCLGA1567,,,,,,,1.0,Yes,Yes,,Yes,,,Yes,,Yes,,5.86 GT/s,,,,,,Yes,,,,,70°C,,,,,,,,,,,,,,,,,,0.675V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,X7542,Discontinued,Q1'10,45 nm,,6,6,2.67 GHz,2.80 GHz,18 MB L3 Cache,,130 W,No,View now,,,,,,,,FCLGA1567,,,,,,,1.0,,Yes,,Yes,,,Yes,,Yes,,5.86 GT/s,,,,,,Yes,,,,,69°C,,,,,,,,,,,,,,,,,,0.675V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,E7540,Discontinued,Q1'10,45 nm,,6,12,2.00 GHz,2.27 GHz,18 MB L3 Cache,,105 W,No,View now,,,,,,,,FCLGA1567,,,,,,,1.0,Yes,Yes,,Yes,,,Yes,,Yes,,6.4 GT/s,,,,,,Yes,,,,,64°C,,,,,,,,,,,,,,,,,,0.675V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,E7530,Discontinued,Q1'10,45 nm,,6,12,1.87 GHz,2.13 GHz,12 MB L3 Cache,,105 W,No,View now,,,,,,,,FCLGA1567,,,,,,,1.0,Yes,Yes,,Yes,,,Yes,,Yes,,5.86 GT/s,,,,,,Yes,,,,,64°C,,,,,,,,,,,,,,,,,,0.675V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,E7520,Discontinued,Q1'10,45 nm,,4,8,1.87 GHz,1.87 GHz,18 MB L3 Cache,,95 W,No,View now,,,,,,,,FCLGA1567,,,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,4.8 GT/s,,,,,,Yes,,,,,70°C,,,,,,,,,,,,,,,,,,0.675V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,X7460,Discontinued,Q3'08,45 nm,,6,,2.66 GHz,,16 MB L2 Cache,,130 W,No,View now,,,,,,,,PGA604,,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,No,,No,,64°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,0.9000V-1.4500V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,503 mm2,1900 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,E7450,Discontinued,Q3'08,45 nm,,6,,2.40 GHz,,12 MB L3 Cache,,90 W,No,View now,,,,,,,,PGA604,,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,No,,No,,68°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,0.900V-1.450V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,503 mm2,1900 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,L7455,Discontinued,Q3'08,45 nm,,6,,2.13 GHz,,12 MB L2 Cache,,65 W,No,View now,,,,,,,,PGA604,,,,,,,No,No,Yes,,Yes,,,No,,Yes,,1066 MHz,,,64-bit,,,,No,,No,,73°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,0.9000V-1.4500V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,503 mm2,1900 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,L7445,Discontinued,Q3'08,45 nm,,4,,2.13 GHz,,12 MB L2 Cache,,50 W,No,View now,,,,,,,,PGA604,,,,,,,No,No,Yes,,Yes,,,No,,Yes,,1066 MHz,,,64-bit,,,,No,,No,,65°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,0.9000V-1.4500V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,503 mm2,1900 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,E7440,Discontinued,Q3'08,45 nm,,4,,2.40 GHz,,16 MB L2 Cache,,90 W,No,View now,,,,,,,,PGA604,,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,No,,No,,68°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,0.900V-1.450V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,503 mm2,1900 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,E7430,Discontinued,Q3'08,45 nm,,4,,2.13 GHz,,12 MB L2 Cache,,90 W,No,View now,,,,,,,,PGA604,,,,,,,No,No,Yes,,Yes,,,No,,Yes,,1066 MHz,,,64-bit,,,,No,,No,,68°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,0.900V-1.450V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,503 mm2,1900 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,E7420,Discontinued,Q3'08,45 nm,,4,,2.13 GHz,,8 MB L2 Cache,,90 W,No,View now,,,,,,,,PGA604,,,,,,,No,No,Yes,,Yes,,,No,,Yes,,1066 MHz,,,64-bit,,,,No,,No,,68°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,0.900V-1.450V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,503 mm2,1900 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,X7350,Discontinued,Q3'07,65 nm,,4,,2.93 GHz,,8 MB L2 Cache,,130 W,No,View now,,,,,,,,"PGA604, PPGA604",,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,Yes,,No,,66°C,53.3mm x 53.3mm,Yes,Yes,,,,,,,,,,,,,,,1.0000V-1.5000V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1'2010,,,,,,,,,,,,,,,,,,286 mm2,582 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,L7345,Discontinued,Q3'07,65 nm,,4,,1.86 GHz,,8 MB L2 Cache,,50 W,No,View now,,,,,,,,PPGA604,,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,Yes,,No,,66°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,1.0000V-1.5000V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,286 mm2,582 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,E7340,Discontinued,Q3'07,65 nm,,4,,2.40 GHz,,8 MB L2 Cache,,80 W,No,View now,,,,,,,,"PGA604, PPGA604",,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,Yes,,No,,66°C,53.3mm x 53.3mm,Yes,Yes,,,,,,,,,,,,,,,1.0V-1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1'2010,,,,,,,,,,,,,,,,,,286 mm2,582 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,E7330,Discontinued,Q3'07,65 nm,,4,,2.40 GHz,,6 MB L2 Cache,,80 W,No,View now,,,,,,,,"PGA604, PPGA604",,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,Yes,,No,,66°C,53.3mm x 53.3mm,Yes,Yes,,,,,,,,,,,,,,,1.0V-1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1'2010,,,,,,,,,,,,,,,,,,286 mm2,582 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,E7320,Discontinued,Q3'07,65 nm,,4,,2.13 GHz,,4 MB L2 Cache,,80 W,No,View now,,,,,,,,"PGA604, PPGA604",,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,Yes,,No,,66°C,53.3mm x 53.3mm,Yes,Yes,,,,,,,,,,,,,,,1.0V-1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1'2010,,,,,,,,,,,,,,,,,,286 mm2,582 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,E7310,Discontinued,Q3'07,65 nm,,4,,1.60 GHz,,4 MB L2 Cache,,80 W,No,View now,,,,,,,,"PGA604, PPGA604",,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,Yes,,No,,66°C,53.3mm x 53.3mm,Yes,,,,,,,,,,,,,,,,1.0V-1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,286 mm2,582 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,E7220,Discontinued,Q3'07,65 nm,,2,,2.93 GHz,,8 MB L2 Cache,,80 W,No,View now,,,,,,,,PPGA604,,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,Yes,,No,,64°C,53.3mm x 53.3mm,Yes,Yes,,,,,,,,,,,,,,,1.0V-1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2011,,,,,,,,,,,,,,,,,,286 mm2,582 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,E7210,Discontinued,Q3'07,65 nm,,2,,2.40 GHz,,8 MB L2 Cache,,80 W,No,View now,,,,,,,,PPGA604,,,,,,,No,No,Yes,,Yes,,,Yes,,Yes,,1066 MHz,,,64-bit,,,,Yes,,No,,64°C,53.3mm x 53.3mm,Yes,Yes,,,,,,,,,,,,,,,1.0V-1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1'2010,,,,,,,,,,,,,,,,,,286 mm2,582 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7150N,Discontinued,,65 nm,,2,,3.50 GHz,,16 MB L2 Cache,,150 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,667 MHz,,,64-bit,,,,No,,No,,69°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7140N,Discontinued,,65 nm,,2,,3.33 GHz,,16 MB L2 Cache,,150 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,667 MHz,,,64-bit,,,,Yes,,No,,69°C,53.3mm x 53.3mm,No,Yes,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7140M,Discontinued,,65 nm,,2,,3.40 GHz,,16 MB L2 Cache,,150 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,800 MHz,,,64-bit,,,,Yes,,No,,69°C,53.3mm x 53.3mm,No,Yes,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7130N,Discontinued,,65 nm,,2,,3.16 GHz,,8 MB L2 Cache,,150 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,667 MHz,,,64-bit,,,,Yes,,No,,69°C,53.3mm x 53.3mm,No,Yes,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7130M,Discontinued,,65 nm,,2,,3.20 GHz,,8 MB L2 Cache,,150 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,800 MHz,,,64-bit,,,,Yes,,No,,69°C,53.3mm x 53.3mm,No,Yes,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7120N,Discontinued,,65 nm,,2,,3.00 GHz,,4 MB L2 Cache,,95 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,667 MHz,,,64-bit,,,,Yes,,No,,60°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7120M,Discontinued,,65 nm,,2,,3.00 GHz,,4 MB L2 Cache,,95 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,800 MHz,,,64-bit,,,,Yes,,No,,60°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7110N,Discontinued,,65 nm,,2,,2.50 GHz,,4 MB L2 Cache,,95 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,667 MHz,,,64-bit,,,,Yes,,No,,60°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Tulsa,Server,7110M,Discontinued,,65 nm,,2,,2.60 GHz,,4 MB L2 Cache,,95 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,800 MHz,,,64-bit,,,,Yes,,No,,60°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.10V-1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2008,,,,,,,,,,,,,,,,,,435 mm2,1328 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Paxville,Server,7041,Discontinued,,90 nm,,2,,3.00 GHz,,4 MB L2 Cache,,165 W,No,View now,,,,,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,800 MHz,,,64-bit,,,,Yes,,No,,76°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.2625-1.4125V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2007,,,,,,,,,,,,,,,,,,206 mm2,230 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Xeon® Processors,Products formerly Paxville,Server,7040,Discontinued,,90 nm,,2,,3.00 GHz,,4 MB L2 Cache,,165 W,No,View now,,,,No,,,,PPGA604,,,,,,,No,Yes,Yes,,Yes,,,Yes,,Yes,,667 MHz,,,64-bit,,,,Yes,,No,,76°C,53.3mm x 53.3mm,No,,,,,,,,,,,,,,,,1.2625V-1.4125V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'2007,,,,,,,,,,,,,,,,,32-bit,206 mm2,230 million,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
